Voltage,Current,Temperature
4.19995,0.65896,23.97615
4.19995,0.65641,23.97615
4.19995,0.65385,23.97615
4.19995,0.65130,23.97615
4.19995,0.64619,23.97615
4.19995,0.64364,23.97615
4.19995,0.63853,23.97615
4.20080,0.67429,23.97615
4.20012,0.64108,23.97615
4.19995,0.63087,23.97615
4.19995,0.62576,23.97615
4.19995,0.62320,23.97615
4.19995,0.62065,23.97615
4.19995,0.61810,23.97615
4.19995,0.61554,23.97615
4.19995,0.61299,23.97615
4.19995,0.61043,23.97615
4.19894,0.56446,23.97615
4.19962,0.59511,23.97615
4.19979,0.60022,23.97615
4.19995,0.60022,23.97615
4.19995,0.59766,23.97615
4.19995,0.59511,23.97615
4.19995,0.59255,23.97615
4.19995,0.59000,23.97615
4.19995,0.58745,23.97615
4.19995,0.58489,23.97615
4.19776,0.48273,23.97615
4.19844,0.51593,23.97615
4.19877,0.53126,23.97615
4.19894,0.53381,23.97615
4.19894,0.53381,23.97615
4.19894,0.53381,23.97615
4.19911,0.53636,23.97615
4.19911,0.53381,23.97615
4.19911,0.53381,23.97615
4.19911,0.53381,23.97615
4.19911,0.53381,23.97615
4.19928,0.53381,23.97615
4.19928,0.53381,23.97615
4.19928,0.53126,23.97615
4.19928,0.53381,23.97615
4.19945,0.53381,23.97615
4.19945,0.53126,23.97615
4.19945,0.53381,23.97615
4.19945,0.53126,23.97615
4.19962,0.53126,23.97615
4.20063,0.57723,23.97615
4.20029,0.55424,23.97615
4.19995,0.54147,23.97615
4.19995,0.53636,23.97615
4.19995,0.53381,23.97615
4.19995,0.53126,23.97615
4.19995,0.53126,23.97615
4.19995,0.52870,23.97615
4.19995,0.52615,23.97615
4.19995,0.52359,23.97615
4.19979,0.52104,23.97615
4.19995,0.52104,23.97615
4.19995,0.51849,23.87099
4.19995,0.51849,23.87099
4.19995,0.51593,23.87099
4.19995,0.51338,23.87099
4.19995,0.51338,23.87099
4.19995,0.51082,23.87099
4.19995,0.50827,23.87099
4.19995,0.50827,23.87099
4.20113,0.55680,23.87099
4.20029,0.51593,23.87099
4.19995,0.50571,23.87099
4.19995,0.50061,23.87099
4.19995,0.49805,23.87099
4.19995,0.49550,23.87099
4.19995,0.49550,23.87099
4.19995,0.49294,23.87099
4.19995,0.49294,23.87099
4.19995,0.49039,23.87099
4.19962,0.47507,23.87099
4.19979,0.48273,23.87099
4.19995,0.48528,23.87099
4.19979,0.48528,23.87099
4.19995,0.48273,23.87099
4.19995,0.48273,23.87099
4.19995,0.48017,23.87099
4.19995,0.48017,23.87099
4.19995,0.47762,23.87099
4.19995,0.47762,23.87099
4.19911,0.43420,23.87099
4.19945,0.45974,23.87099
4.19979,0.46996,23.87099
4.19995,0.46996,23.87099
4.19995,0.46996,23.87099
4.19995,0.46996,23.87099
4.19995,0.46740,23.87099
4.19995,0.46740,23.87099
4.19995,0.46485,23.87099
4.19995,0.46485,23.87099
4.19523,0.23753,23.87099
4.19203,0.10983,23.87099
4.19102,0.07152,23.87099
4.19068,0.06385,23.87099
4.19051,0.06130,23.87099
4.19035,0.06130,23.87099
4.19035,0.05874,23.87099
4.19018,0.05874,23.87099
4.19018,0.05874,23.87099
4.19001,0.05874,23.87099
4.18160,-1.04973,23.87099
4.17149,-0.95268,23.87099
4.16863,-0.93224,23.87099
4.16745,-0.92458,23.87099
4.16677,-0.92203,23.87099
4.16643,-0.92458,23.87099
4.16610,-0.92458,23.87099
4.16576,-0.92458,23.87099
4.16542,-0.92458,23.87099
4.16525,-0.92458,23.87099
4.15177,-2.14799,23.87099
4.14115,-2.16331,23.87099
4.13744,-2.17098,23.87099
4.13593,-2.17353,23.87099
4.13491,-2.17608,23.87099
4.13441,-2.17608,23.87099
4.13390,-2.17608,23.87099
4.13340,-2.17608,23.87099
4.13289,-2.17864,23.87099
4.13255,-2.17864,23.87099
4.10896,-4.05589,23.87099
4.09311,-4.15806,23.87099
4.08738,-4.19637,23.87099
4.08485,-4.21169,23.87099
4.08333,-4.21680,23.87099
4.08232,-4.21936,23.87099
4.08148,-4.21936,23.87099
4.08064,-4.22191,23.87099
4.07996,-4.22191,23.87099
4.07912,-4.22191,23.87099
4.07322,-4.48754,23.87099
4.06816,-4.66888,23.87099
4.06614,-4.72251,23.87099
4.06496,-4.74039,23.87099
4.06412,-4.74805,23.87099
4.06328,-4.75061,23.97615
4.06260,-4.75061,23.97615
4.06193,-4.75061,23.97615
4.06125,-4.75316,23.97615
4.06058,-4.75316,23.97615
4.05080,-5.20268,23.97615
4.04406,-5.46320,23.97615
4.04120,-5.54493,23.97615
4.04002,-5.56536,23.97615
4.03900,-5.57302,23.97615
4.03816,-5.57813,23.97615
4.03749,-5.57813,23.97615
4.03681,-5.58069,23.97615
4.03614,-5.58069,23.97615
4.03546,-5.58324,23.97615
4.03833,-5.40701,23.97615
4.04035,-5.29207,23.97615
4.04052,-5.26398,23.97615
4.04035,-5.25376,23.97615
4.04002,-5.25121,23.97615
4.03951,-5.25121,23.97615
4.03900,-5.25376,23.97615
4.03850,-5.25376,23.97615
4.03816,-5.25376,23.97615
4.03766,-5.25376,23.97615
4.04221,-5.00346,23.97615
4.04507,-4.86299,23.97615
4.04591,-4.81957,23.97615
4.04591,-4.80935,23.97615
4.04558,-4.80424,23.97615
4.04541,-4.80424,23.97615
4.04490,-4.80680,23.97615
4.04457,-4.80680,23.97615
4.04423,-4.80680,23.97615
4.04389,-4.80680,23.97615
4.05451,-3.80815,23.97615
4.06294,-3.75962,23.97615
4.06564,-3.74174,23.97615
4.06631,-3.73663,23.97615
4.06665,-3.73408,23.97615
4.06665,-3.73408,23.97615
4.06665,-3.73408,23.97615
4.06648,-3.73408,23.97615
4.06631,-3.73408,23.97615
4.06631,-3.73408,23.97615
4.07052,-3.51443,23.97615
4.07339,-3.38928,23.97615
4.07423,-3.35352,23.97615
4.07440,-3.34075,23.97615
4.07440,-3.33819,23.97615
4.07440,-3.33819,23.97615
4.07423,-3.33819,23.97615
4.07423,-3.33819,23.97615
4.07406,-3.33819,23.97615
4.07406,-3.33819,23.97615
4.07777,-3.13898,23.97615
4.08182,-2.96530,23.97615
4.08300,-2.91932,23.97615
4.08317,-2.90911,23.87099
4.08333,-2.90400,23.87099
4.08333,-2.90400,23.87099
4.08333,-2.90400,23.87099
4.08317,-2.90400,23.87099
4.08317,-2.90400,23.87099
4.08317,-2.90400,23.87099
4.08519,-2.79673,23.87099
4.08654,-2.73288,23.97615
4.08721,-2.70989,23.97615
4.08738,-2.70478,23.97615
4.08738,-2.70223,23.97615
4.08721,-2.70223,23.97615
4.08721,-2.70223,23.97615
4.08721,-2.70223,23.97615
4.08721,-2.70223,23.97615
4.08704,-2.70223,23.97615
4.09227,-2.44426,23.97615
4.09598,-2.28336,23.97615
4.09716,-2.23738,23.97615
4.09766,-2.22461,23.97615
4.09783,-2.21950,23.97615
4.09783,-2.21950,23.97615
4.09783,-2.21950,23.97615
4.09783,-2.21950,23.97615
4.09800,-2.21695,23.97615
4.09800,-2.21695,23.97615
4.09463,-2.38552,23.97615
4.09227,-2.48257,23.97615
4.09143,-2.50812,23.97615
4.09109,-2.51833,23.97615
4.09092,-2.52089,23.97615
4.09075,-2.52344,23.97615
4.09075,-2.52344,23.97615
4.09058,-2.52344,23.97615
4.09058,-2.52344,23.97615
4.09041,-2.52344,23.97615
4.08991,-2.54643,23.97615
4.08940,-2.55920,23.97615
4.08923,-2.56431,23.97615
4.08907,-2.56431,23.97615
4.08907,-2.56686,23.97615
4.08890,-2.56431,23.97615
4.08873,-2.56431,23.97615
4.08873,-2.56686,23.97615
4.08856,-2.56431,23.97615
4.08856,-2.56686,23.97615
4.08789,-2.58985,23.97615
4.08755,-2.60517,23.97615
4.08738,-2.60773,23.97615
4.08721,-2.60773,23.97615
4.08704,-2.60773,23.97615
4.08704,-2.61028,23.97615
4.08687,-2.61028,23.97615
4.08671,-2.61028,23.97615
4.08671,-2.61028,23.97615
4.08654,-2.61028,23.97615
4.08907,-2.48002,23.97615
4.09075,-2.40851,23.97615
4.09126,-2.38297,23.97615
4.09143,-2.37786,23.97615
4.09143,-2.37530,23.97615
4.09143,-2.37530,23.97615
4.09143,-2.37275,23.97615
4.09126,-2.37275,23.87099
4.09126,-2.37275,23.87099
4.09126,-2.37275,23.87099
4.09379,-2.23994,23.87099
4.09581,-2.15565,23.87099
4.09631,-2.13522,23.87099
4.09648,-2.12756,23.87099
4.09648,-2.12756,23.87099
4.09648,-2.12756,23.87099
4.09648,-2.12500,23.87099
4.09648,-2.12756,23.87099
4.09648,-2.12500,23.87099
4.09648,-2.12500,23.87099
4.09918,-1.98964,23.87099
4.10120,-1.90280,23.87099
4.10188,-1.87726,23.87099
4.10204,-1.87215,23.87099
4.10221,-1.86959,23.87099
4.10221,-1.86959,23.87099
4.10221,-1.86704,23.87099
4.10221,-1.86959,23.87099
4.10221,-1.86959,23.87099
4.10221,-1.86959,23.87099
4.10221,-1.87470,23.87099
4.10204,-1.87981,23.87099
4.10204,-1.87981,23.87099
4.10204,-1.87981,23.87099
4.10204,-1.87981,23.87099
4.10188,-1.87981,23.87099
4.10188,-1.87981,23.87099
4.10188,-1.88236,23.87099
4.10188,-1.87981,23.87099
4.10188,-1.87981,23.87099
4.10474,-1.74189,23.87099
4.10676,-1.65250,23.87099
4.10744,-1.62440,23.87099
4.10778,-1.61674,23.87099
4.10794,-1.61418,23.87099
4.10794,-1.61418,23.87099
4.10794,-1.61418,23.87099
4.10794,-1.61418,23.87099
4.10794,-1.61418,23.87099
4.10794,-1.61418,23.87099
4.10289,-1.87215,23.87099
4.09749,-2.10457,23.87099
4.09598,-2.16587,23.87099
4.09530,-2.18119,23.87099
4.09513,-2.18630,23.87099
4.09497,-2.18630,23.87099
4.09480,-2.18630,23.87099
4.09463,-2.18885,23.87099
4.09446,-2.18885,23.87099
4.09429,-2.18885,23.87099
4.09665,-2.06881,23.87099
4.09901,-1.96154,23.87099
4.09952,-1.93600,23.87099
4.09985,-1.92834,23.87099
4.09985,-1.92578,23.87099
4.09985,-1.92578,23.87099
4.09985,-1.92578,23.87099
4.09969,-1.92578,23.87099
4.09969,-1.92578,23.87099
4.09969,-1.92578,23.87099
4.10204,-1.80319,23.87099
4.10457,-1.69336,23.87099
4.10525,-1.66527,23.87099
4.10558,-1.65760,23.87099
4.10558,-1.65505,23.87099
4.10558,-1.65505,23.87099
4.10575,-1.65505,23.87099
4.10575,-1.65505,23.87099
4.10575,-1.65505,23.87099
4.10575,-1.65505,23.87099
4.09615,-2.13266,23.87099
4.08940,-2.41617,23.87099
4.08721,-2.49790,23.87099
4.08637,-2.51833,23.87099
4.08586,-2.52599,23.87099
4.08569,-2.52855,23.87099
4.08536,-2.52855,23.87099
4.08519,-2.53110,23.87099
4.08502,-2.53110,23.87099
4.08485,-2.53110,23.87099
4.08687,-2.41617,23.87099
4.08923,-2.30890,23.87099
4.08974,-2.28336,23.87099
4.08991,-2.27314,23.87099
4.08991,-2.27314,23.87099
4.08974,-2.27314,23.87099
4.08974,-2.27314,23.87099
4.08957,-2.27314,23.87099
4.08957,-2.27314,23.87099
4.08940,-2.27059,23.87099
4.08907,-2.28591,23.87099
4.08890,-2.29102,23.87099
4.08873,-2.29357,23.87099
4.08873,-2.29357,23.87099
4.08856,-2.29613,23.87099
4.08856,-2.29357,23.87099
4.08839,-2.29613,23.87099
4.08839,-2.29613,23.87099
4.08822,-2.29613,23.87099
4.08822,-2.29613,23.87099
4.07777,-2.80694,23.87099
4.07086,-3.10322,23.87099
4.06816,-3.19261,23.87099
4.06732,-3.21560,23.87099
4.06682,-3.22326,23.87099
4.06648,-3.22581,23.87099
4.06614,-3.22581,23.87099
4.06580,-3.22581,23.87099
4.06564,-3.22581,23.87099
4.06530,-3.22837,23.87099
4.06446,-3.26157,23.87099
4.06361,-3.28200,23.87099
4.06328,-3.28967,23.87099
4.06311,-3.28967,23.97615
4.06277,-3.28967,23.97615
4.06260,-3.29222,23.97615
4.06227,-3.29222,23.97615
4.06210,-3.29222,23.97615
4.06193,-3.29222,23.87099
4.06176,-3.29222,23.87099
4.05738,-3.50421,23.87099
4.05434,-3.62425,23.87099
4.05316,-3.66001,23.87099
4.05266,-3.67023,23.87099
4.05232,-3.67278,23.87099
4.05198,-3.67278,23.87099
4.05165,-3.67278,23.87099
4.05148,-3.67533,23.87099
4.05114,-3.67533,23.87099
4.05097,-3.67533,23.87099
4.04979,-3.71875,23.87099
4.04895,-3.74430,23.87099
4.04861,-3.75196,23.87099
4.04827,-3.75451,23.87099
4.04811,-3.75451,23.87099
4.04777,-3.75707,23.87099
4.04760,-3.75707,23.87099
4.04743,-3.75707,23.87099
4.04726,-3.75707,23.87099
4.04693,-3.75707,23.87099
4.04945,-3.62425,23.87099
4.05097,-3.54508,23.87099
4.05148,-3.52209,23.87099
4.05148,-3.51698,23.87099
4.05131,-3.51443,23.87099
4.05131,-3.51443,23.87099
4.05114,-3.51443,23.87099
4.05097,-3.51443,23.87099
4.05080,-3.51443,23.87099
4.05080,-3.51443,23.87099
4.04608,-3.73919,23.87099
4.04305,-3.86178,23.87099
4.04204,-3.89754,23.87099
4.04153,-3.90776,23.87099
4.04120,-3.91031,23.87099
4.04086,-3.91287,23.87099
4.04052,-3.91542,23.87099
4.04035,-3.91542,23.87099
4.04018,-3.91542,23.87099
4.04002,-3.91542,23.87099
4.03884,-3.96139,23.87099
4.03799,-3.98693,23.87099
4.03766,-3.99715,23.87099
4.03732,-3.99715,23.87099
4.03698,-3.99970,23.87099
4.03681,-3.99970,23.87099
4.03664,-3.99970,23.87099
4.03648,-3.99970,23.87099
4.03631,-3.99970,23.87099
4.03597,-3.99970,23.87099
4.03496,-4.04568,23.87099
4.03395,-4.07633,23.87099
4.03361,-4.08654,23.87099
4.03344,-4.08910,23.87099
4.03310,-4.08910,23.87099
4.03294,-4.08910,23.87099
4.03277,-4.08910,23.87099
4.03260,-4.08910,23.87099
4.03243,-4.08910,23.87099
4.03226,-4.08910,23.87099
4.03108,-4.13762,23.87099
4.03024,-4.16572,23.87099
4.02973,-4.17338,23.87099
4.02956,-4.17594,23.87099
4.02940,-4.17594,23.87099
4.02923,-4.17594,23.87099
4.02889,-4.17594,23.87099
4.02872,-4.17849,23.87099
4.02855,-4.17849,23.87099
4.02838,-4.17849,23.87099
4.02720,-4.22446,23.87099
4.02636,-4.25511,23.87099
4.02586,-4.26533,23.87099
4.02569,-4.26788,23.87099
4.02535,-4.26788,23.87099
4.02518,-4.26788,23.87099
4.02501,-4.26788,23.87099
4.02484,-4.26788,23.87099
4.02468,-4.26788,23.87099
4.02434,-4.27044,23.87099
4.02333,-4.31641,23.87099
4.02232,-4.34961,23.87099
4.02198,-4.35728,23.87099
4.02181,-4.35983,23.87099
4.02164,-4.35983,23.87099
4.02131,-4.35983,23.87099
4.02114,-4.35983,23.87099
4.02097,-4.35983,23.87099
4.02080,-4.35983,23.87099
4.02063,-4.35983,23.87099
4.01945,-4.41091,23.87099
4.01861,-4.43901,23.97615
4.01810,-4.44922,23.97615
4.01793,-4.45178,23.97615
4.01777,-4.45178,23.97615
4.01743,-4.45178,23.97615
4.01726,-4.45178,23.97615
4.01709,-4.45178,23.97615
4.01692,-4.45178,23.97615
4.01675,-4.45178,23.97615
4.01945,-4.30109,23.97615
4.02131,-4.21425,23.87099
4.02181,-4.18871,23.87099
4.02198,-4.18104,23.87099
4.02181,-4.17849,23.97615
4.02181,-4.17849,23.97615
4.02164,-4.17849,23.97615
4.02147,-4.17849,23.97615
4.02147,-4.17849,23.97615
4.02131,-4.17849,23.97615
4.02046,-4.21936,23.97615
4.01979,-4.24234,23.97615
4.01945,-4.25256,23.97615
4.01928,-4.25511,23.97615
4.01895,-4.25511,23.97615
4.01878,-4.25511,23.97615
4.01878,-4.25511,23.97615
4.01861,-4.25511,23.97615
4.01844,-4.25511,23.97615
4.01827,-4.25511,23.97615
4.02131,-4.09676,23.97615
4.02350,-3.99460,23.97615
4.02400,-3.96905,23.97615
4.02417,-3.95884,23.97615
4.02417,-3.95628,23.97615
4.02417,-3.95628,23.97615
4.02400,-3.95628,23.97615
4.02400,-3.95628,23.97615
4.02383,-3.95628,23.97615
4.02383,-3.95628,23.97615
4.03884,-2.55154,23.97615
4.04929,-2.54643,23.97615
4.05249,-2.54132,23.97615
4.05401,-2.53621,23.97615
4.05451,-2.53621,23.97615
4.05502,-2.53621,23.97615
4.05519,-2.53621,23.97615
4.05535,-2.53621,23.97615
4.05552,-2.53621,23.97615
4.05569,-2.53621,23.97615
4.05586,-2.53876,23.97615
4.05586,-2.54132,23.97615
4.05603,-2.54387,23.97615
4.05603,-2.54387,23.97615
4.05620,-2.54387,23.97615
4.05620,-2.54387,23.97615
4.05637,-2.54387,23.97615
4.05637,-2.54387,23.97615
4.05653,-2.54387,23.97615
4.05653,-2.54387,23.97615
4.05232,-2.75331,23.97615
4.04979,-2.87080,23.97615
4.04895,-2.90655,23.97615
4.04861,-2.91422,23.97615
4.04844,-2.91677,23.97615
4.04844,-2.91932,23.97615
4.04827,-2.91932,23.97615
4.04827,-2.91932,23.97615
4.04827,-2.91932,23.97615
4.04811,-2.91932,23.97615
4.04372,-3.13898,23.97615
4.04103,-3.26157,23.97615
4.04002,-3.29478,23.97615
4.03951,-3.30755,23.97615
4.03934,-3.31010,23.97615
4.03917,-3.31265,23.97615
4.03900,-3.31265,23.97615
4.03884,-3.31265,23.97615
4.03884,-3.31265,23.97615
4.03867,-3.31265,23.97615
4.04221,-3.13131,23.97615
4.04457,-3.01638,23.97615
4.04541,-2.98318,23.97615
4.04558,-2.97551,23.97615
4.04558,-2.97296,23.97615
4.04575,-2.97041,23.97615
4.04575,-2.97041,23.97615
4.04575,-2.97041,23.97615
4.04575,-2.97041,23.97615
4.04558,-2.97041,23.97615
4.04541,-2.98318,23.97615
4.04524,-2.98828,23.97615
4.04507,-2.99084,23.97615
4.04507,-2.99339,23.97615
4.04507,-2.99339,23.97615
4.04490,-2.99339,23.97615
4.04490,-2.99339,23.97615
4.04490,-2.99339,23.97615
4.04473,-2.99339,23.97615
4.04473,-2.99339,23.97615
4.04861,-2.79673,23.97615
4.05114,-2.67924,23.97615
4.05181,-2.65114,23.97615
4.05215,-2.64093,23.97615
4.05232,-2.63837,23.97615
4.05249,-2.63837,23.97615
4.05249,-2.63837,23.97615
4.05249,-2.63837,23.97615
4.05249,-2.63837,23.97615
4.05249,-2.63837,23.97615
4.04406,-3.06491,23.87099
4.03900,-3.29222,23.87099
4.03698,-3.37140,23.87099
4.03631,-3.39183,23.87099
4.03597,-3.39694,23.87099
4.03563,-3.39949,23.87099
4.03546,-3.39949,23.87099
4.03530,-3.40205,23.87099
4.03513,-3.40205,23.87099
4.03496,-3.40205,23.87099
4.03445,-3.41993,23.87099
4.03412,-3.43014,23.87099
4.03378,-3.43270,23.87099
4.03361,-3.43525,23.87099
4.03361,-3.43525,23.87099
4.03344,-3.43525,23.87099
4.03327,-3.43525,23.87099
4.03310,-3.43525,23.87099
4.03294,-3.43525,23.87099
4.03294,-3.43780,23.87099
4.04035,-3.05214,23.76583
4.04591,-2.79928,23.76583
4.04743,-2.73543,23.76583
4.04811,-2.71500,23.87099
4.04827,-2.70989,23.87099
4.04844,-2.70733,23.87099
4.04844,-2.70733,23.87099
4.04861,-2.70733,23.87099
4.04861,-2.70478,23.87099
4.04861,-2.70733,23.87099
4.04844,-2.71244,23.87099
4.04844,-2.71755,23.87099
4.04844,-2.71755,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04844,-2.72011,23.87099
4.04827,-2.72266,23.87099
4.04827,-2.72521,23.87099
4.04827,-2.72777,23.87099
4.04827,-2.72777,23.87099
4.04827,-2.72777,23.87099
4.04811,-2.72777,23.87099
4.04811,-2.72777,23.87099
4.04811,-2.73032,23.87099
4.04811,-2.73032,23.87099
4.04811,-2.73032,23.87099
4.05198,-2.53110,23.87099
4.05468,-2.41106,23.87099
4.05535,-2.37786,23.87099
4.05569,-2.36509,23.87099
4.05586,-2.36253,23.87099
4.05603,-2.36253,23.87099
4.05603,-2.36253,23.87099
4.05620,-2.35998,23.76583
4.05620,-2.35998,23.76583
4.05620,-2.35998,23.76583
4.06024,-2.15565,23.76583
4.06311,-2.03561,23.76583
4.06395,-1.99985,23.76583
4.06429,-1.98964,23.76583
4.06462,-1.98708,23.76583
4.06462,-1.98708,23.87099
4.06479,-1.98708,23.87099
4.06496,-1.98708,23.87099
4.06496,-1.98708,23.87099
4.06513,-1.98708,23.87099
4.06513,-1.98197,23.87099
4.06530,-1.97942,23.87099
4.06547,-1.97942,23.87099
4.06547,-1.97942,23.87099
4.06564,-1.97942,23.87099
4.06564,-1.97942,23.87099
4.06564,-1.97942,23.87099
4.06564,-1.97942,23.87099
4.06580,-1.97942,23.87099
4.06580,-1.97942,23.87099
4.06951,-1.78786,23.87099
4.07238,-1.66271,23.87099
4.07356,-1.61929,23.87099
4.07390,-1.60908,23.87099
4.07406,-1.60397,23.87099
4.07423,-1.60397,23.87099
4.07440,-1.60397,23.87099
4.07457,-1.60397,23.87099
4.07457,-1.60397,23.87099
4.07474,-1.60397,23.87099
4.07491,-1.59631,23.87099
4.07524,-1.58864,23.87099
4.07541,-1.58609,23.87099
4.07541,-1.58609,23.87099
4.07558,-1.58609,23.87099
4.07558,-1.58609,23.87099
4.07558,-1.58609,23.87099
4.07575,-1.58609,23.87099
4.07575,-1.58609,23.87099
4.07592,-1.58609,23.87099
4.07609,-1.57843,23.87099
4.07626,-1.57332,23.87099
4.07642,-1.57076,23.87099
